filename,test_name,test_id,issue_severity,issue_confidence,issue_cwe,issue_text,line_number,col_offset,end_col_offset,line_range,more_info 
.\.venv\Lib\site-packages\setuptools\tests\test_build_meta.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,526,16,39,[526],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_build_meta.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,533,8,65,[533],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_build_meta.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,541,8,76,[541],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_build_meta.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,558,8,66,[558],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_build_meta.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,565,8,65,[565],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_build_meta.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,572,8,77,[572],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_build_meta.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,590,8,85,[590],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_build_meta.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,615,12,75,[615],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_build_meta.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,625,12,69,[625],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_build_meta.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,651,12,73,[651],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_build_meta.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,715,8,20,[715],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_build_meta.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,717,12,66,[717],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_build_meta.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,729,8,41,[729],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_build_meta.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,731,8,41,[731],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_build_meta.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,737,8,41,[737],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_build_meta.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,741,8,62,[741],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_build_meta.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,746,8,41,[746],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_build_meta.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,804,8,41,[804],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_build_meta.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,832,8,40,[832],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_build_meta.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,953,4,62,[953],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_build_meta.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,954,4,47,[954],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_build_meta.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,960,4,58,[960],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_build_meta.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,974,4,55,[974],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_build_py.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,58,4,5,"[58, 59, 60]",https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_build_py.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,119,4,5,"[119, 120, 121]",https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_build_py.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,187,4,53,[187],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_build_py.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,188,4,59,[188],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_build_py.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,201,12,47,[201],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_build_py.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,216,4,36,[216],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_build_py.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,221,4,32,[221],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_build_py.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,252,4,30,[252],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_build_py.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,256,4,18,[256],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_build_py.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,258,4,29,[258],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_build_py.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,313,4,5,"[313, 314, 315, 316, 317, 318, 319, 320, 321]",https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_build_py.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,326,4,5,"[326, 327, 328, 329, 330, 331, 332, 333, 334]",https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_build_py.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,432,8,45,[432],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_build_py.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,446,8,54,[446],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_build_py.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,464,8,45,[464],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_config_discovery.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,31,8,86,[31],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_config_discovery.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,40,8,75,[40],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_config_discovery.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,85,12,58,[85],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_config_discovery.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,107,8,40,[107],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_config_discovery.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,113,8,40,[113],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_config_discovery.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,117,12,39,[117],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_config_discovery.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,118,12,38,[118],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_config_discovery.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,189,8,41,[189],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_config_discovery.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,191,8,43,[191],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_config_discovery.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,217,8,41,[217],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_config_discovery.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,236,8,46,[236],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_config_discovery.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,255,8,38,[255],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_config_discovery.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,274,8,41,[274],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_config_discovery.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,282,8,34,[282],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_config_discovery.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,305,8,39,[305],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_config_discovery.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,306,8,41,[306],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_config_discovery.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,307,8,31,[307],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_config_discovery.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,309,8,43,[309],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_config_discovery.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,310,8,51,[310],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_config_discovery.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,314,8,34,[314],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_config_discovery.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,329,8,41,[329],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_config_discovery.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,330,8,46,[330],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_config_discovery.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,388,8,40,[388],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_config_discovery.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,389,8,41,[389],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_config_discovery.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,390,8,38,[390],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_config_discovery.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,391,8,36,[391],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_config_discovery.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,392,8,41,[392],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_config_discovery.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,393,8,49,[393],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_config_discovery.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,503,8,38,[503],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_config_discovery.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,509,8,40,[509],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_config_discovery.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,522,4,34,[522],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_config_discovery.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,523,4,32,[523],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_config_discovery.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,532,4,35,[532],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_config_discovery.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,563,8,42,[563],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_config_discovery.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,567,4,37,[567],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_config_discovery.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,568,4,40,[568],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_config_discovery.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,642,4,67,[642],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_core_metadata.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,70,4,73,[70],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_core_metadata.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,183,4,36,[183],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_core_metadata.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,209,8,58,[209],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_core_metadata.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,299,4,36,[299],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_core_metadata.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,308,4,47,[308],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_core_metadata.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,314,16,54,[314],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_core_metadata.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,317,12,40,[317],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_core_metadata.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,352,8,40,[352],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_core_metadata.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,365,12,35,[365],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_core_metadata.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,413,8,43,[413],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_core_metadata.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,461,8,50,[461],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_core_metadata.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,462,8,50,[462],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_core_metadata.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,496,8,62,[496],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_core_metadata.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,521,8,52,[521],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_core_metadata.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,522,8,64,[522],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_core_metadata.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,527,8,9,"[527, 528, 529, 530]",https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_core_metadata.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,531,8,72,[531],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
.\.venv\Lib\site-packages\setuptools\tests\test_core_metadata.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,532,8,9,"[532, 533, 534, 535, 536]",https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
